origin,destination,capacity,traveltime,category
Metro_WestYananRoad,Metro_WestYananRoad_L04,9999,1,Pedestrian
Metro_WestYananRoad_L03,Metro_WestYananRoad,9999,1,Pedestrian
Metro_WestYananRoad_L03,Metro_WestYananRoad_L04,9999,1,Pedestrian
Metro_WestYananRoad_L04,Metro_WestYananRoad,9999,1,Pedestrian
Metro_WestYananRoad_L04,Metro_WestYananRoad_L03,9999,1,Pedestrian
Metro_Xintiandi,Metro_Xintiandi_L10,9999,1,Pedestrian
Metro_Xintiandi,Metro_Xintiandi_L13,9999,1,Pedestrian
Metro_Xintiandi_L10,Metro_Xintiandi,9999,1,Pedestrian
Metro_Xintiandi_L10,Metro_Xintiandi_L13,9999,1,Pedestrian
Metro_Xintiandi_L13,Metro_Xintiandi,9999,1,Pedestrian
Metro_Xintiandi_L13,Metro_Xintiandi_L10,9999,1,Pedestrian
Metro_Xinzhuang,Metro_Xinzhuang_L01,9999,1,Pedestrian
Metro_Xinzhuang,Metro_Xinzhuang_L05,9999,1,Pedestrian
Metro_Xinzhuang_L01,Metro_Xinzhuang,9999,1,Pedestrian
Metro_Xinzhuang_L01,Metro_Xinzhuang_L05,9999,1,Pedestrian
Metro_Xinzhuang_L05,Metro_Xinzhuang,9999,1,Pedestrian
Metro_Xinzhuang_L05,Metro_Xinzhuang_L01,9999,1,Pedestrian
Metro_Xujiahui,Metro_Xujiahui_L01,9999,1,Pedestrian
Metro_Xujiahui,Metro_Xujiahui_L09,9999,1,Pedestrian
Metro_Xujiahui,Metro_Xujiahui_L11,9999,1,Pedestrian
Metro_Xujiahui_L01,Metro_Xujiahui,9999,1,Pedestrian
Metro_Xujiahui_L01,Metro_Xujiahui_L09,9999,1,Pedestrian
Metro_Xujiahui_L01,Metro_Xujiahui_L11,9999,1,Pedestrian
Metro_Xujiahui_L09,Metro_Xujiahui,9999,1,Pedestrian
Metro_Xujiahui_L09,Metro_Xujiahui_L01,9999,1,Pedestrian
Metro_Xujiahui_L09,Metro_Xujiahui_L11,9999,1,Pedestrian
Metro_Xujiahui_L11,Metro_Xujiahui,9999,1,Pedestrian
Metro_Xujiahui_L11,Metro_Xujiahui_L01,9999,1,Pedestrian
Metro_Xujiahui_L11,Metro_Xujiahui_L09,9999,1,Pedestrian
Metro_YaohuaRoad,Metro_YaohuaRoad_L07,9999,1,Pedestrian
Metro_YaohuaRoad,Metro_YaohuaRoad_L08,9999,1,Pedestrian
Metro_YaohuaRoad_L07,Metro_YaohuaRoad,9999,1,Pedestrian
Metro_YaohuaRoad_L07,Metro_YaohuaRoad_L08,9999,1,Pedestrian
Metro_YaohuaRoad_L08,Metro_YaohuaRoad,9999,1,Pedestrian
Metro_YaohuaRoad_L08,Metro_YaohuaRoad_L07,9999,1,Pedestrian
Metro_YishanRoad,Metro_YishanRoad_L03,9999,1,Pedestrian
Metro_YishanRoad,Metro_YishanRoad_L04,9999,1,Pedestrian
Metro_YishanRoad,Metro_YishanRoad_L09,9999,1,Pedestrian
Metro_YishanRoad_L03,Metro_YishanRoad,9999,1,Pedestrian
Metro_YishanRoad_L03,Metro_YishanRoad_L04,9999,1,Pedestrian
Metro_YishanRoad_L03,Metro_YishanRoad_L09,9999,1,Pedestrian
Metro_YishanRoad_L04,Metro_YishanRoad,9999,1,Pedestrian
Metro_YishanRoad_L04,Metro_YishanRoad_L03,9999,1,Pedestrian
Metro_YishanRoad_L04,Metro_YishanRoad_L09,9999,1,Pedestrian
Metro_YishanRoad_L09,Metro_YishanRoad,9999,1,Pedestrian
Metro_YishanRoad_L09,Metro_YishanRoad_L03,9999,1,Pedestrian
Metro_YishanRoad_L09,Metro_YishanRoad_L04,9999,1,Pedestrian
Metro_ZhaojiabangRoad,Metro_ZhaojiabangRoad_L07,9999,1,Pedestrian
Metro_ZhaojiabangRoad,Metro_ZhaojiabangRoad_L09,9999,1,Pedestrian
Metro_ZhaojiabangRoad_L07,Metro_ZhaojiabangRoad,9999,1,Pedestrian
Metro_ZhaojiabangRoad_L07,Metro_ZhaojiabangRoad_L09,9999,1,Pedestrian
Metro_ZhaojiabangRoad_L09,Metro_ZhaojiabangRoad,9999,1,Pedestrian
Metro_ZhaojiabangRoad_L09,Metro_ZhaojiabangRoad_L07,9999,1,Pedestrian
Metro_ZhenpingRoad,Metro_ZhenpingRoad_L03,9999,1,Pedestrian
Metro_ZhenpingRoad,Metro_ZhenpingRoad_L04,9999,1,Pedestrian
Metro_ZhenpingRoad,Metro_ZhenpingRoad_L07,9999,1,Pedestrian
Metro_ZhenpingRoad_L03,Metro_ZhenpingRoad,9999,1,Pedestrian
Metro_ZhenpingRoad_L03,Metro_ZhenpingRoad_L04,9999,1,Pedestrian
Metro_ZhenpingRoad_L03,Metro_ZhenpingRoad_L07,9999,1,Pedestrian
Metro_ZhenpingRoad_L04,Metro_ZhenpingRoad,9999,1,Pedestrian
Metro_ZhenpingRoad_L04,Metro_ZhenpingRoad_L03,9999,1,Pedestrian
Metro_ZhenpingRoad_L04,Metro_ZhenpingRoad_L07,9999,1,Pedestrian
Metro_ZhenpingRoad_L07,Metro_ZhenpingRoad,9999,1,Pedestrian
Metro_ZhenpingRoad_L07,Metro_ZhenpingRoad_L03,9999,1,Pedestrian
Metro_ZhenpingRoad_L07,Metro_ZhenpingRoad_L04,9999,1,Pedestrian
Metro_ZhongshanPark,Metro_ZhongshanPark_L02,9999,1,Pedestrian
Metro_ZhongshanPark,Metro_ZhongshanPark_L03,9999,1,Pedestrian
Metro_ZhongshanPark,Metro_ZhongshanPark_L04,9999,1,Pedestrian
Metro_ZhongshanPark_L02,Metro_ZhongshanPark,9999,1,Pedestrian
Metro_ZhongshanPark_L02,Metro_ZhongshanPark_L03,9999,1,Pedestrian
Metro_ZhongshanPark_L02,Metro_ZhongshanPark_L04,9999,1,Pedestrian
Metro_ZhongshanPark_L03,Metro_ZhongshanPark,9999,1,Pedestrian
Metro_ZhongshanPark_L03,Metro_ZhongshanPark_L02,9999,1,Pedestrian
Metro_ZhongshanPark_L03,Metro_ZhongshanPark_L04,9999,1,Pedestrian
Metro_ZhongshanPark_L04,Metro_ZhongshanPark,9999,1,Pedestrian
Metro_ZhongshanPark_L04,Metro_ZhongshanPark_L02,9999,1,Pedestrian
Metro_ZhongshanPark_L04,Metro_ZhongshanPark_L03,9999,1,Pedestrian
Metro_ZhongtanRoad,Metro_ZhongtanRoad_L03,9999,1,Pedestrian
Metro_ZhongtanRoad,Metro_ZhongtanRoad_L04,9999,1,Pedestrian
Metro_ZhongtanRoad_L03,Metro_ZhongtanRoad,9999,1,Pedestrian
Metro_ZhongtanRoad_L03,Metro_ZhongtanRoad_L04,9999,1,Pedestrian
Metro_ZhongtanRoad_L04,Metro_ZhongtanRoad,9999,1,Pedestrian
Metro_ZhongtanRoad_L04,Metro_ZhongtanRoad_L03,9999,1,Pedestrian
